"","X","X.1","nr","Artikelid","Varnummer","Namn","Namn2","Prisinklmoms","Pant","Volymiml","PrisPerLiter","Saljstart","Slutlev","Varugrupp","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Leverantor","Argang","Provadargang","Alkoholhalt","Sortiment","Ekologisk","Koscher","RavarorBeskrivning","fyllighet","stravhet","fruktsyra","druva","smak","doft","real_score","RCGY_predicted","bar_predicted"
"564",564,2136,392501,241603,3925,"Château Belgrave","",395,NA,750,526.67,"2007-04-02",NA,"Rott vin. Stramt & Nyanserat","Flaska","Naturkork","Bordeaux. Haut-Médoc","Frankrike","","Vinunic AB",2010,2010,"14%","FS",0,0,"58% cabernet sauvignon. 40% merlot och 2% petit verdot.","9 ","9 ","9 ","58%.cabernet.sauvignon.40%.merlot.och.petit.verdot","nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.plommon.mörk.choklad.lakrits.ceder ","Nyanserad.doft.fatkaraktär.inslag.svarta.vinbär.plommon.ceder.lakrits.mörk.choklad",99,4,7.36111111111111
"565",565,2137,393001,854008,3930,"Santa Lucia Curtefranca","Rosso",99,NA,750,132,"2014-09-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Lombardiet. Franciacorta. Curtefranca","Italien","Azienda Agricola Santa Lucia","People Wine AB",2012,2012,"12.5%","FSN",0,0,"50% cabernet sauvignon och 50% merlot.","8 ","8 ","10","50%.cabernet.sauvignon.och.50%.merlot","nyanserad.utvecklad.smak.fatkaraktär.inslag.svarta.vinbär.plommon.korinter.ceder ","Nyanserad.kryddig.utvecklad.doft.fatkaraktär.inslag.svarta.vinbär.stall.korinter.tobak",99,6.25,6.5
"566",566,2138,395801,15310,3958,"Château de Seguin","",99,NA,750,132,"1998-09-07",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Naturkork","Bordeaux. Bordeaux Supérieur","Frankrike","","Chris-Wine AB",2012,2012,"13%","FS",0,0,"65% merlot och 35% cabernet sauvignon.","8 ","8 ","9 ","65%.merlot.och.35%.cabernet.sauvignon","fruktig.smak.inslag.fatkaraktär.svarta.vinbär.slånbär.ceder.örter ","Fruktig.doft.inslag.fatkaraktär.svarta.vinbär.plommon.ceder.örter",99,6,6.08333333333333
"567",567,2139,395806,21775,3958,"Château de Seguin","",199,NA,1500,132.67,"2000-01-03",NA,"Rott vin. Fruktigt & Smakrikt","Magnum","Naturkork","Bordeaux. Bordeaux Supérieur","Frankrike","","Chris-Wine AB",2012,2012,"13%","FS",0,0,"65% merlot och 35% cabernet sauvignon.","8 ","8 ","9 ","65%.merlot.och.35%.cabernet.sauvignon","fruktig.smak.inslag.fatkaraktär.svarta.vinbär.slånbär.ceder.örter ","Fruktig.doft.inslag.fatkaraktär.svarta.vinbär.plommon.ceder.örter",99,6,6.08333333333333
"568",568,2141,399101,693351,3991,"Ronan de Clinet","",122,NA,750,162.67,"2012-09-26",NA,"Rott vin","Flaska","Naturkork","Bordeaux","Frankrike","Château Clinet","Magnum Wine AB",2010,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,5.41666666666667,NA
"569",569,2142,399201,367861,3992,"Château Reysson","",179,NA,750,238.67,"2009-10-01",NA,"Rott vin","Flaska","Naturkork","Bordeaux. Haut-Médoc","Frankrike","","Vinunic AB",NA,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,3.25,NA
"570",570,2143,399401,394722,3994,"Château Haut-Canteloup","",100,NA,750,133.33,"2009-10-01",NA,"Rott vin. Stramt & Nyanserat","Flaska","Naturkork","Bordeaux. Premières Côtes de Blaye","Frankrike","","TOMP Beer Wine & Spirits AB",2011,2011,"13%","FS",0,0,"75% merlot. 20% cabernet sauvignon och 5% cabernet franc.","8 ","8 ","9 ","75%.merlot.20%.cabernet.sauvignon.och.cabernet.franc","nyanserad.smak.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.örter.ceder ","Nyanserad.doft.rostad.fatkaraktär.inslag.svarta.vinbär.plommon.örter.choklad.ceder",99,4.75,6.08333333333333
"571",571,2144,399501,853992,3995,"Falerno di Massico","Rosso",99,NA,750,132,"2014-09-01",NA,"Rott vin. Stramt & Nyanserat","Flaska","Naturkork","Kampanien. Falerno del Massico","Italien","Azienda Agricola di Brini Maria Felicia","Vinunic AB",2011,2011,"14%","FSN",0,0,"80% aglianico och 20% piedrosso.","10","10","10","80%.aglianico.och.20%.piedrosso","fruktig.kryddig.smak.fatkaraktär.inslag.katrinplommon.lavendel.mörka.körsbär.tobak.kakao.kanel ","Fruktig.kryddig.doft.fatkaraktär.inslag.katrinplommon.lavendel.mörka.körsbär.tobak.kanel",99,3.75,5.83333333333333
"572",572,2237,4230201,26473,42302,"Brunello di Montalcino","Val di Suga",254,NA,750,338.67,"2000-11-06",NA,"Rott vin. Stramt & Nyanserat","Flaska","Naturkork","Toscana. Brunello di Montalcino","Italien","Tenimenti Angelini","Oenoforos AB",2009,2009,"15%","FS",0,0,"Brunello (sangiovese).","9 ","10","10","Brunello.(sangiovese)","nyanserad.något.utvecklad.kryddig.smak.fatkaraktär.inslag.torkade.körsbär.kanel.nypon ","Nyanserad.något.utvecklad.kryddig.doft.fatkaraktär.inslag.torkade.körsbär.kanel.nypon.timjan",99,4.25,7.44444444444444
"573",573,2238,4233401,32715,42334,"La Grola","",159,NA,750,212,"2002-02-04",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien. Veronese","Italien","Allegrini","The WineAgency Sweden AB",2011,2011,"13.5%","FS",0,0,"80% corvina. 10% oseleta och 10% syrah.","9 ","9 ","9 ","80%.corvina.10%.oseleta.och.10%.syrah","nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.mörka.körsbär.örter.kaffe ","Nyanserad.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.mörka.körsbär.salvia.lakrits",99,3.75,7.36111111111111
"574",574,2241,428001,812445,4280,"Cap de Ruc","",79,NA,750,105.33,"2014-03-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Skruvkapsyl","Montsant","Spanien","Celler Ronadelles","Sigva AB",2012,2012,"14.5%","FS",0,0,"Garnatxa negra (grenache). syrah och samsó.","9 ","9 ","9 ","Garnatxa.negra.(grenache).syrah.och.samsó","smakrikt.inslag.lavendel.katrinplommon.svarta.oliver.eneträ.körsbär.choklad ","Nyanserad.doft.inslag.lavendel.katrinplommon.svarta.oliver.romrussin.choklad",99,6.25,7.36111111111111
"575",575,2280,456701,51073,4567,"Casillero del Diablo","Merlot",77,NA,750,102.67,"2004-12-06",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Rapel","Chile","Concha y Toro","Concha y Toro Sweden AB",2013,2013,"13.5%","FS",0,0,"Merlot.","8 ","7 ","9 ","Merlot","mycket.fruktig.aningen.bränd.smak.fatkaraktär.inslag.mörka.gräs.vanilj ","Mycket.fruktig.aningen.bränd.doft.fatkaraktär.inslag.mörka.vanilj.örter",99,2.25,7.41666666666667
"576",576,2281,457001,166588,4570,"Club Privado","Reserva",107,NA,750,142.67,"2005-10-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Baron de Ley","Enjoy Wine & Spirits AB",2009,2009,"13.5%","FS",0,0,"Tempranillo.","7 ","7 ","9 ","Tempranillo","kryddig.smak.fatkaraktär.inslag.körsbär.jordgubbar.vanilj.dill.kakao ","Kryddig.doft.fatkaraktär.inslag.mörka.körsbär.jordgubbar.dill.vanilj",99,NA,6.70833333333333
"577",577,2284,458608,235847,4586,"Rocca di Montemassi","Sangiovese",245,NA,3000,81.67,"2007-10-01",NA,"Rott vin. Fruktigt & Smakrikt","Box","Vingtapp","Toscana. Maremma Toscana","Italien","Tenuta Rocca di Montemassi","Pernod Ricard Sweden AB",2012,2012,"13%","FS",0,0,"Sangiovese.","7 ","6 ","9 ","Sangiovese","fruktig.smak.inslag.mörka.körsbär.rosmarin.kanel.vanilj.choklad ","Fruktig.doft.inslag.mörka.körsbär.kanel.vanilj.choklad.örter",99,6.5,3.41666666666667
"578",578,2291,459901,778975,4599,"Gayda Syrah","",79,NA,750,105.33,"2013-12-02",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Skruvkapsyl","Languedoc-Roussillon. VdP d'Oc","Frankrike","Domaine Gayda","Divine AB",2012,2012,"13%","FS",0,0,"Syrah.","8 ","8 ","9 ","Syrah","kryddig.smak.inslag.mörka.lagerblad.timjan.kanel.lakrits ","Kryddig.doft.inslag.mörka.lagerblad.timjan.plommon.lakrits",99,6.25,6.08333333333333
"579",579,2299,462401,826657,4624,"Gemtree","Cinnabar GSM",119,NA,750,158.67,"2014-06-02",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Skruvkapsyl","South Australia. McLaren Vale","Australien","Gemtree Vineyards","Winemarket Nordic AB",2014,2014,"15%","FS",1,0,"45% grenache. 40% shiraz och 15% mourvèdre.","9 ","9 ","9 ","45%.grenache.40%.shiraz.och.15%.mourvèdre","mycket.fruktig.smak.fatkaraktär.inslag.plommon.vanilj.vitpeppar.mörka.lagerblad ","Mycket.fruktig.doft.fatkaraktär.inslag.plommon.choklad.kryddor.mörka.lagerblad",99,NA,7.36111111111111
"580",580,2300,462501,832714,4625,"Domaine de la Roche Trouée","Rouge",99,NA,750,132,"2014-06-02",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Languedoc-Roussillon. Coteaux du Languedoc. Saint-Chinian. Saint-Chinian Berlou","Frankrike","Union des Vignerons de Berlou","Haugen-Gruppen AB",2012,NA,"13.5%","FS",0,0,"45% carignan. 40% syrah och 15% grenache.","8 ","8 ","9 ","45%.carignan.40%.syrah.och.15%.grenache","nyanserad.kryddig.fruktig.smak.inslag.björnbär.viol.svarta.oliver.färska.örter.peppar ","Nyanserad.kryddig.fruktig.doft.inslag.björnbär.viol.svarta.oliver.lakrits.mynta",99,6.25,6.08333333333333
"581",581,2301,462601,832726,4626,"Côte de Nuits-Villages","Louis Max",199,NA,750,265.33,"2014-06-02",NA,"Rott vin. Mjukt & Barigt","Flaska","Naturkork","Bourgogne. Côte de Nuits. Côte de Nuits-Villages","Frankrike","Louis Max","Sigva AB",2012,2012,"13%","FS",0,0,"Pinot noir.","5 ","5 ","10","Pinot.noir","nyanserad.bärig.smak.inslag.körsbär.örter.skogshallon.lingon.kryddor ","Nyanserad.bärig.doft.inslag.körsbär.örter.skogshallon.kryddor",99,6.25,4.66666666666667
"582",582,2302,462701,850260,4627,"Deetlefs","Cabernet Sauvignon Merlot Shiraz",109,NA,750,145.33,"2014-09-01",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Deetlefs Wines","Stockholm WineLab AB",2013,2013,"14.5%","FSN",0,0,"Cabernet sauvignon. merlot och shiraz.","8 ","8 ","9 ","Cabernet.sauvignon.merlot.och.shiraz","nyanserad.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.blåbär.mynta.svartpeppar.kakao ","Nyanserad.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.blåbär.mynta.lakrits.kaffe",99,2.25,6.08333333333333
"583",583,2304,462901,857503,4629,"Ciconia Syrah","Casa Agricola Alexandre",79,NA,750,105.33,"2014-09-01",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Alentejo. Alentejano","Portugal","Casa Agricola Alexandre Lda.","BGS Wine Import",2013,2013,"14%","FSN",0,0,"Shiraz.","9 ","8 ","9 ","Shiraz","fruktig.kryddig.smak.inslag.björnbär.viol.plommon.peppar.eneträ ","Fruktig.kryddig.doft.inslag.björnbär.viol.plommon.lakrits",0,2.25,6.69444444444444
"584",584,2305,463001,865606,4630,"Vylyan","Pinot Noir",69,NA,750,92,"2014-12-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Plastkork/syntetkork","Villány-Siklós. Villány","Ungern","Vylyan Vineyard and Winery","Vin Drumlin AB",2013,2013,"13.5%","FSN",0,0,"Pinot noir.","6 ","5 ","10","Pinot.noir","kryddig.bärig.smak.inslag.skogsbär.jordgubbar.muskot.vanilj.örter ","Kryddig.bärig.doft.inslag.skogsbär.körsbär.muskot.lakrits.örter",99,2.25,7.33333333333333
"585",585,2307,463201,886579,4632,"Finca Antigua","Organic Selection",75,NA,750,100,"2014-12-01",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Skruvkapsyl","La Mancha","Spanien","Finca Antigua","Amka Vinimport AB",2013,2013,"14%","FSN",1,0,"Tempranillo.","8 ","8 ","9 ","Tempranillo","mycket.fruktig.smak.inslag.mörka.körsbär.kryddor.blåbär.choklad.örter.vanilj ","Mycket.fruktig.doft.inslag.mörka.körsbär.kryddor.plommon.örter.vanilj",99,2.25,6.08333333333333
"586",586,2317,47300801,416866,473008,"Canto Perlic","Petit Prestige",252,NA,750,336,"2009-10-01",NA,"Rott vin","Flaska","","Frankrike sydvast. Gaillac","Frankrike","Canto Perlic","Astas Vinkalla",2007,NA,"13%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,NA,NA
"587",587,2350,500301,20034,5003,"Beaujolais-Villages","",79,NA,750,105.33,"1999-09-06",NA,"Rott vin. Mjukt & Barigt","Flaska","Skruvkapsyl","Bourgogne. Beaujolais. Beaujolais-Villages","Frankrike","Georges Duboeuf","Philipson Soderberg AB",2012,2012,"12.5%","FS",0,0,"Gamay.","5 ","4 ","9 ","Gamay","ungdomlig.bärig.smak.inslag.skogshallon.blåbär.färska.örter ","Ungdomlig.bärig.doft.inslag.skogshallon.blåbär.färska.örter",99,6.25,3.41666666666667
"588",588,2362,506901,7637,5069,"Two Oceans","Cabernet Sauvignon Merlot",67,NA,750,89.33,"1995-06-19",NA,"Rott vin. Mjukt & Barigt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Drostdy Cellars","Philipson Soderberg AB",2012,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,6.25,NA
"589",589,2366,510601,2962,5106,"Morgon","",89,NA,750,118.67,"1993-08-01",NA,"Rott vin. Mjukt & Barigt","Flaska","Skruvkapsyl","Bourgogne. Beaujolais. Beaujolais Cru. Morgon","Frankrike","Georges Duboeuf","Philipson Soderberg AB",2012,2012,"13%","FS",0,0,"Gamay.","4 ","4 ","10","Gamay","bärig.ungdomlig.smak.inslag.skogsbär.muskot.gräs ","Bärig.ungdomlig.doft.inslag.blåbär.hallon.lakrits.örter",99,6.25,4.66666666666667
"590",590,2369,512301,2974,5123,"Masi Campofiorin","",115,NA,750,153.33,"1994-05-02",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien","Italien","Masi","Philipson Soderberg AB",2010,2010,"13%","FS",0,0,"70% corvina. 25% rondinella och 5% molinara.","7 ","7 ","10","70%.corvina.25%.rondinella.och.molinara","kryddig.smak.inslag.körsbär.korinter.kanel.tranbär.vanilj ","Kryddig.nyanserad.doft.inslag.körsbär.salvia.korinter.svarta.oliver.kanel",99,2.25,7.33333333333333
"591",591,2370,512302,220779,5123,"Masi Campofiorin","",60,NA,375,160,"2006-10-02",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien","Italien","Masi","Philipson Soderberg AB",2010,2010,"13%","FS",0,0,"70% corvina. 25% rondinella och 5% molinara.","7 ","7 ","10","70%.corvina.25%.rondinella.och.molinara","kryddig.smak.inslag.körsbär.korinter.kanel.tranbär.vanilj ","Kryddig.nyanserad.doft.inslag.körsbär.salvia.korinter.svarta.oliver.kanel",99,2.25,7.33333333333333
"592",592,2371,512306,20299,5123,"Masi Campofiorin","",220,NA,1500,146.67,"1999-10-04",NA,"Rott vin. Kryddigt & Mustigt","Magnum","Naturkork","Venetien","Italien","Masi","Philipson Soderberg AB",2010,2010,"13%","FS",0,0,"70% corvina. 25% rondinella och 5% molinara.","7 ","7 ","10","70%.corvina.25%.rondinella.och.molinara","kryddig.smak.inslag.körsbär.korinter.kanel.tranbär.vanilj ","Kryddig.nyanserad.doft.inslag.körsbär.salvia.korinter.svarta.oliver.kanel",99,2.25,7.33333333333333
"593",593,2376,515001,714695,5150,"Fleurie Poncié","Domaine du Vissoux",149,NA,750,198.67,"2013-03-01",NA,"Rott vin. Mjukt & Barigt","Flaska","Naturkork","Bourgogne. Beaujolais. Beaujolais Cru. Fleurie","Frankrike","Domaine de Vissoux","Handpicked Wines Sweden AB",2012,2012,"12.5%","FS",0,0,"Gamay.","5 ","4 ","10","Gamay","nyanserad.bärig.smak.inslag.skogshallon.körsbär.färska.örter ","Nyanserad.bärig.något.kryddig.doft.inslag.skogsbär.färska.örter.viol",99,6.25,4.66666666666667
"594",594,2396,528301,48209,5283,"Couvent des Jacobins","Bourgogne Rouge",125,NA,750,166.67,"2004-06-07",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Bourgogne","Frankrike","Louis Jadot","Vinunic AB",2011,2011,"12.5%","FS",0,0,"Pinot noir.","5 ","5 ","10","Pinot.noir","kryddig.smak.inslag.jordgubbar.muskot.lingon ","Kryddig.doft.inslag.jordgubbar.muskot.lingon",99,3.75,4.66666666666667
"595",595,2402,531801,191594,5318,"Château Prat-Majou-Gay","Vieilles Vignes",49,NA,750,65.33,"2006-04-01",NA,"Rott vin","Flaska","Naturkork","Languedoc-Roussillon. Minervois","Frankrike","Château Prat-Majou-Gay","Winepartners Nordic AB",2009,2009,"13%","BS",0,0,"40% syrah. 30% carignan och 30% mourvèdre.","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,NA,NA
"596",596,2405,532701,206341,5327,"Christian Moueix","Saint-Emilion",139,NA,750,185.33,"2006-04-18",NA,"Rott vin. Fruktigt & Smakrikt","Flaska","Naturkork","Bordeaux. Saint-Emilion","Frankrike","Jean Pierre Moueix","Hjo Grosshandel AB",2010,2010,"14%","FS",0,0,"Huvudsakligen merlot.","9 ","8 ","9 ","Huvudsakligen.merlot","fruktig.något.stram.smak.fatkaraktär.inslag.svarta.vinbär.plommon.örter.kakao ","Fruktig.nyanserad.doft.fatkaraktär.inslag.svarta.vinbär.körsbär.ceder.choklad",99,4,6.69444444444444
"597",597,2406,532801,215598,5328,"Monti Garbi","Ripasso",105,NA,750,140,"2006-10-02",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien. Valpolicella","Italien","Tenuta Sant' Antonio","Johan Lidby Vinhandel AB",2012,2012,"14%","FS",0,0,"Corvina. rondinella samt ovriga druvsorter.","8 ","8 ","9 ","70%.corvina.20%.rondinella.och.10%.oseleta","kryddig.något.utvecklad.smak.inslag.torkade.körsbär.vanilj.jordgubbar.kanel ","Kryddig.något.utvecklad.doft.inslag.torkade.körsbär.kanel.jordgubbar.vanilj",99,6.25,6.08333333333333
"598",598,2407,532802,601657,5328,"Monti Garbi","Ripasso",59,NA,375,157.33,"2011-10-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien. Valpolicella","Italien","Tenuta Sant' Antonio","Johan Lidby Vinhandel AB",2012,2012,"14%","FS",0,0,"70% corvina. 20% rondinella och 10% oseleta.","8 ","8 ","9 ","70%.corvina.20%.rondinella.och.10%.oseleta","kryddig.något.utvecklad.smak.inslag.torkade.körsbär.vanilj.jordgubbar.kanel ","Kryddig.något.utvecklad.doft.inslag.torkade.körsbär.kanel.jordgubbar.vanilj",99,6.25,6.08333333333333
"599",599,2408,532902,215608,5329,"Delitia","Recioto della Valpolicella Classico",99,NA,375,264,"2006-10-02",NA,"Rott vin. Sott","Flaska","Naturkork","Venetien. Valpolicella. Recioto della Valpolicella. Recioto della Valpolicella Classico","Italien","Luigi Righetti","janake wine group AB",2011,2011,"12.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,3.75,NA
"600",600,2409,533101,251949,5331,"Picàie","",135,NA,750,180,"2007-02-27",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien. Veronese","Italien","Cecilia Beretta","Enjoy Wine & Spirits AB",NA,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","intetestat","inte testat",99,NA,NA
"601",601,2411,533301,366516,5333,"Cape Heights","Cabernet Merlot Shiraz",59,NA,1000,59,"2009-04-01",NA,"Rott vin. Mjukt & Barigt","Papp","","Western Cape","Sydafrika","Boutinot South Africa","Mondo Wine Sweden AB",2013,2013,"14%","FS",0,0,"70% cabernet sauvignon. 20% merlot och 10% shiraz.","5 ","5 ","9 ","70%.cabernet.sauvignon.20%.merlot.och.10%.shiraz","bärig.smak.inslag.svarta.vinbär.blåbär.lakrits.gräs ","Bärig.doft.inslag.svarta.vinbär.blåbär.örter",99,2.25,3.41666666666667
"602",602,2413,533701,398730,5337,"Barbaresco","",169,NA,750,225.33,"2009-10-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Piemonte. Barbaresco","Italien","Livio Pavese","BGS Wine Import",2009,2009,"14%","FS",0,0,"Nebbiolo.","9 ","9 ","9 ","Nebbiolo","kryddig.nyanserad.smak.inslag.torkad.frukt.körsbär.lakrits.tobak.salvia.kanel ","Kryddig.något.animalisk.doft.inslag.torkade.körsbär.nypon.tobak.lakrits.rosor",99,NA,7.36111111111111
"603",603,2419,535201,579549,5352,"Castelforte","Ripasso",84,NA,750,112,"2011-04-27",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien. Valpolicella","Italien","Cantine Riondo","Winepartners Nordic AB",2012,2012,"14%","FS",0,0,"70% corvina. 20% rondinella. 5% molinara samt 5% ovriga druvsorter.","8 ","8 ","9 ","70%.corvina.20%.rondinella.molinara.samt.övriga.druvsorter","kryddig.smak.inslag.korinter.körsbärspraliner.kanel ","Kryddig.doft.inslag.körsbär.korinter.mintchoklad.tobak",99,6.25,6.08333333333333
"604",604,2420,535206,677882,5352,"Castelforte","Ripasso",159,NA,1500,106,"2012-07-02",NA,"Rott vin. Kryddigt & Mustigt","Magnum","Naturkork","Venetien. Valpolicella","Italien","Cantine Riondo","Winepartners Nordic AB",2012,2012,"13.5%","FS",0,0,"Corvina. rondinella. molinara och negrara.","8 ","8 ","9 ","70%.corvina.20%.rondinella.molinara.samt.övriga.druvsorter","kryddig.smak.inslag.korinter.körsbärspraliner.kanel ","Kryddig.doft.inslag.körsbär.korinter.mintchoklad.tobak",99,6.25,6.08333333333333
"605",605,2421,535301,579556,5353,"Pasqua Ripasso","Valpolicella",95,NA,750,126.67,"2011-05-05",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Naturkork","Venetien. Valpolicella. Valpolicella Superiore","Italien","Pasqua","Enjoy Wine & Spirits AB",2011,2011,"13.5%","FS",0,0,"60% corvina. 20% rondinella. 10% corvinone och 10% negrara.","8 ","7 ","9 ","60%.corvina.20%.rondinella.10%.corvinone.och.10%.negrara","kryddig.smak.inslag.körsbär.blåbär.lakrits.örter ","Kryddig.doft.inslag.körsbär.björnbär.örter.vanilj",99,3.75,7.41666666666667
"606",606,2422,535401,584124,5354,"Tommasi Graticcio Appassionato","",89,NA,750,118.67,"2011-05-30",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Skruvkapsyl","","Italien","Tommasi Viticoltori","Hermansson & Co AB",2012,2012,"13%","FS",0,0,"Corvina veronese. rondinella och oseleta.","8 ","7 ","9 ","Corvina.veronese.rondinella.och.oseleta","kryddig.aningen.utvecklad.smak.inslag.mörka.körsbär.örter.russin.kakao ","Kryddig.aningen.utvecklad.doft.inslag.torkade.körsbär.salvia.russin.mörk.choklad.kanel",99,6.25,7.41666666666667
"607",607,2423,535402,793373,5354,"Tommasi Graticcio Appassionato","",55,NA,375,146.67,"2013-10-01",NA,"Rott vin. Kryddigt & Mustigt","Flaska","Skruvkapsyl","","Italien","Tommasi Viticoltori","Hermansson & Co AB",2012,2012,"13%","FS",0,0,"Corvina veronese. rondinella och oseleta.","8 ","7 ","9 ","Corvina.veronese.rondinella.och.oseleta","kryddig.aningen.utvecklad.smak.inslag.mörka.körsbär.örter.russin.kakao ","Kryddig.aningen.utvecklad.doft.inslag.torkade.körsbär.salvia.russin.mörk.choklad.kanel",99,6.25,7.41666666666667
